| bank.n.bnc.1065            | unclear                                |
| phase.n.Sports.88          | phase%1:28:00::                        |
| phase.n.Sports.89          | phase%1:28:00::                        |
| phase.n.Sports.89          | phase%1:28:00::                        |
| phase.n.Sports.89          | phase%1:28:00::                        |
| phase.n.Sports.89          | phase%1:28:00::                        |
| phase.n.Sports.90          | phase%1:28:00::                        |
| phase.n.Sports.90          | phase%1:28:00::                        |
| phase.n.Sports.90          | phase%1:28:00::                        |
| phase.n.Sports.90          | phase%1:28:00::                        |
| phase.n.Sports.91          | phase%1:28:00::                        |
| phase.n.Sports.91          | phase%1:28:00::                        |
| phase.n.Sports.91          | phase%1:28:00::                        |
| phase.n.Sports.91          | phase%1:28:00::                        |
| phase.n.Sports.92          | phase%1:28:00::                        |
| phase.n.Sports.92          | phase%1:28:00::                        |
| phase.n.Sports.92          | phase%1:28:00::                        |
| phase.n.Sports.92          | phase%1:28:00::                        |
| phase.n.Sports.93          | phase%1:28:00::                        |
| phase.n.Sports.93          | phase%1:28:00::                        |
| phase.n.Sports.93          | phase%1:28:00::                        |
| phase.n.Sports.93          | phase%1:28:00::                        |
| phase.n.Sports.95          | phase%1:28:00::                        |
| phase.n.Sports.95          | phase%1:28:00::                        |
| phase.n.Sports.95          | phase%1:28:00::                        |
| phase.n.Sports.95          | phase%1:28:00::                        |
| phase.n.Sports.98          | phase%1:28:00::                        |
| phase.n.Sports.98          | phase%1:28:00::                        |
| phase.n.Sports.98          | phase%1:28:00::                        |
| phase.n.Sports.98          | phase%1:28:00::                        |
| phase.n.Sports.99          | phase%1:28:00::                        |
| phase.n.Sports.99          | phase%1:28:00::                        |
| phase.n.Sports.99          | phase%1:28:00::                        |
| phase.n.Sports.99          | phase%1:28:00::                        |
| pitch.n.bnc.1002           | pitch%1:07:01::                        |
| pitch.n.bnc.1002           | unlisted-sense                         |
| pitch.n.bnc.1028           | unlisted-sense                         |
| pitch.n.bnc.1028           | unlisted-sense                         |
| pitch.n.bnc.1035           | pitch%1:27:00::                        |
| pitch.n.bnc.1035           | unlisted-sense                         |
| pitch.n.bnc.1042           | pitch%1:07:01::                        |
| pitch.n.bnc.1042           | unclear                                |
| pitch.n.bnc.106            | unlisted-sense                         |
| pitch.n.bnc.106            | unlisted-sense                         |
| pitch.n.bnc.1069           | unlisted-sense                         |
| pitch.n.bnc.1069           | unlisted-sense                         |
| pitch.n.bnc.1072           | pitch%1:27:00::                        |
| pitch.n.bnc.1072           | pitch%1:27:00::                        |
| pitch.n.bnc.1075           | pitch%1:04:04::                        |
| pitch.n.bnc.1075           | pitch%1:07:01::                        |
| pitch.n.bnc.1085           | pitch%1:10:00::                        |
| pitch.n.bnc.1085           | pitch%1:10:00::                        |
| pitch.n.bnc.1090           | pitch%1:04:04::                        |
| pitch.n.bnc.1090           | pitch%1:07:01::                        |
| pitch.n.bnc.1095           | pitch%1:07:00::                        |
| pitch.n.bnc.1095           | pitch%1:07:00::                        |
| pitch.n.bnc.1142           | unlisted-sense                         |
| pitch.n.bnc.1142           | unlisted-sense                         |
| pitch.n.bnc.115            | unlisted-sense                         |
| pitch.n.bnc.115            | unlisted-sense                         |
| pitch.n.bnc.1157           | unclear                                |
| pitch.n.bnc.1157           | pitch%1:04:03::                        |
| pitch.n.bnc.1168           | unlisted-sense                         |
| pitch.n.bnc.1168           | unlisted-sense                         |
| pitch.n.bnc.1186           | pitch%1:04:03::                        |
| pitch.n.bnc.1186           | pitch%1:04:03::                        |
| pitch.n.bnc.1200           | unlisted-sense                         |
| pitch.n.bnc.1200           | unlisted-sense                         |
| pitch.n.bnc.1206           | unlisted-sense                         |
| pitch.n.bnc.1206           | unlisted-sense                         |
| pitch.n.bnc.121            | unlisted-sense                         |
| pitch.n.bnc.121            | unlisted-sense                         |
| pitch.n.bnc.1243           | unlisted-sense                         |
| pitch.n.bnc.1243           | unlisted-sense                         |
| pitch.n.bnc.1299           | pitch%1:07:00::                        |
| pitch.n.bnc.1299           | pitch%1:07:00::                        |
| pitch.n.bnc.1316           | unlisted-sense                         |
